### Energy [MeV],Low dEdx [MeV*cm2/g],High dEdx [MeV*cm2/g]
70.215,1.77035,1.11242
70.216,1.77033,1.1124
70.217,1.77031,1.11239
70.218,1.77029,1.11238
70.219,1.77027,1.11237
70.22,1.77025,1.11235
70.221,1.77023,1.11234
70.222,1.77021,1.11233
70.223,1.77019,1.11232
70.224,1.77017,1.1123
70.225,1.77016,1.11229
70.226,1.77014,1.11228
70.227,1.77012,1.11227
70.228,1.7701,1.11225
70.229,1.77008,1.11224
70.23,1.77006,1.11223
70.231,1.77004,1.11222
70.232,1.77002,1.1122
70.233,1.77,1.11219
70.234,1.76998,1.11218
70.235,1.76996,1.11217
70.236,1.76995,1.11216
70.237,1.76993,1.11214
70.238,1.76991,1.11213
70.239,1.76989,1.11212
70.24,1.76987,1.11211
70.241,1.76985,1.11209
70.242,1.76983,1.11208
70.243,1.76981,1.11207
70.244,1.76979,1.11206
70.245,1.76977,1.11204
70.246,1.76976,1.11203
70.247,1.76974,1.11202
70.248,1.76972,1.11201
70.249,1.7697,1.11199
70.25,1.76968,1.11198
70.251,1.76966,1.11197
70.252,1.76964,1.11196
70.253,1.76962,1.11194
70.254,1.7696,1.11193
70.255,1.76958,1.11192
70.256,1.76956,1.11191
70.257,1.76955,1.1119
70.258,1.76953,1.11188
70.259,1.76951,1.11187
70.26,1.76949,1.11186
70.261,1.76947,1.11185
70.262,1.76945,1.11183
70.263,1.76943,1.11182
70.264,1.76941,1.11181
70.265,1.76939,1.1118
70.266,1.76937,1.11178
70.267,1.76935,1.11177
70.268,1.76934,1.11176
70.269,1.76932,1.11175
70.27,1.7693,1.11173
70.271,1.76928,1.11172
70.272,1.76926,1.11171
70.273,1.76924,1.1117
70.274,1.76922,1.11168
70.275,1.7692,1.11167
70.276,1.76918,1.11166
70.277,1.76916,1.11165
70.278,1.76914,1.11164
70.279,1.76913,1.11162
70.28,1.76911,1.11161
70.281,1.76909,1.1116
70.282,1.76907,1.11159
70.283,1.76905,1.11157
70.284,1.76903,1.11156
70.285,1.76901,1.11155
70.286,1.76899,1.11154
70.287,1.76897,1.11152
70.288,1.76895,1.11151
70.289,1.76894,1.1115
70.29,1.76892,1.11149
70.291,1.7689,1.11147
70.292,1.76888,1.11146
70.293,1.76886,1.11145
70.294,1.76884,1.11144
70.295,1.76882,1.11143
70.296,1.7688,1.11141
70.297,1.76878,1.1114
70.298,1.76876,1.11139
70.299,1.76874,1.11138
70.3,1.76873,1.11136
70.301,1.76871,1.11135
70.302,1.76869,1.11134
70.303,1.76867,1.11133
70.304,1.76865,1.11131
70.305,1.76863,1.1113
70.306,1.76861,1.11129
70.307,1.76859,1.11128
70.308,1.76857,1.11126
70.309,1.76855,1.11125
70.31,1.76854,1.11124
70.311,1.76852,1.11123
70.312,1.7685,1.11122
70.313,1.76848,1.1112
70.314,1.76846,1.11119
70.315,1.76844,1.11118
70.316,1.76842,1.11117
70.317,1.7684,1.11115
70.318,1.76838,1.11114
70.319,1.76836,1.11113
70.32,1.76834,1.11112
70.321,1.76833,1.1111
70.322,1.76831,1.11109
70.323,1.76829,1.11108
70.324,1.76827,1.11107
70.325,1.76825,1.11105
70.326,1.76823,1.11104
70.327,1.76821,1.11103
70.328,1.76819,1.11102
70.329,1.76817,1.111
70.33,1.76815,1.11099
70.331,1.76814,1.11098
70.332,1.76812,1.11097
70.333,1.7681,1.11096
70.334,1.76808,1.11094
70.335,1.76806,1.11093
70.336,1.76804,1.11092
70.337,1.76802,1.11091
70.338,1.768,1.11089
70.339,1.76798,1.11088
70.34,1.76796,1.11087
70.341,1.76794,1.11086
70.342,1.76793,1.11084
70.343,1.76791,1.11083
70.344,1.76789,1.11082
70.345,1.76787,1.11081
70.346,1.76785,1.1108
70.347,1.76783,1.11078
70.348,1.76781,1.11077
70.349,1.76779,1.11076
70.35,1.76777,1.11075
70.351,1.76775,1.11073
70.352,1.76774,1.11072
70.353,1.76772,1.11071
70.354,1.7677,1.1107
70.355,1.76768,1.11068
70.356,1.76766,1.11067
70.357,1.76764,1.11066
70.358,1.76762,1.11065
70.359,1.7676,1.11063
70.36,1.76758,1.11062
70.361,1.76756,1.11061
70.362,1.76755,1.1106
70.363,1.76753,1.11059
70.364,1.76751,1.11057
70.365,1.76749,1.11056
70.366,1.76747,1.11055
70.367,1.76745,1.11054
70.368,1.76743,1.11052
70.369,1.76741,1.11051
70.37,1.76739,1.1105
70.371,1.76737,1.11049
70.372,1.76736,1.11047
70.373,1.76734,1.11046
70.374,1.76732,1.11045
70.375,1.7673,1.11044
70.376,1.76728,1.11042
70.377,1.76726,1.11041
70.378,1.76724,1.1104
70.379,1.76722,1.11039
70.38,1.7672,1.11038
70.381,1.76718,1.11036
70.382,1.76717,1.11035
70.383,1.76715,1.11034
70.384,1.76713,1.11033
70.385,1.76711,1.11031
70.386,1.76709,1.1103
70.387,1.76707,1.11029
70.388,1.76705,1.11028
70.389,1.76703,1.11026
70.39,1.76701,1.11025
70.391,1.76699,1.11024
70.392,1.76698,1.11023
70.393,1.76696,1.11022
70.394,1.76694,1.1102
70.395,1.76692,1.11019
70.396,1.7669,1.11018
70.397,1.76688,1.11017
70.398,1.76686,1.11015
70.399,1.76684,1.11014
70.4,1.76682,1.11013
70.401,1.7668,1.11012
70.402,1.76679,1.1101
70.403,1.76677,1.11009
70.404,1.76675,1.11008
70.405,1.76673,1.11007
70.406,1.76671,1.11005
70.407,1.76669,1.11004
70.408,1.76667,1.11003
70.409,1.76665,1.11002
70.41,1.76663,1.11001
70.411,1.76661,1.10999
70.412,1.7666,1.10998
70.413,1.76658,1.10997
70.414,1.76656,1.10996
70.415,1.76654,1.10994
70.416,1.76652,1.10993
70.417,1.7665,1.10992
70.418,1.76648,1.10991
70.419,1.76646,1.10989
70.42,1.76644,1.10988
70.421,1.76642,1.10987
70.422,1.76641,1.10986
70.423,1.76639,1.10985
70.424,1.76637,1.10983
70.425,1.76635,1.10982
70.426,1.76633,1.10981
70.427,1.76631,1.1098
70.428,1.76629,1.10978
70.429,1.76627,1.10977
70.43,1.76625,1.10976
70.431,1.76623,1.10975
70.432,1.76622,1.10973
70.433,1.7662,1.10972
70.434,1.76618,1.10971
70.435,1.76616,1.1097
70.436,1.76614,1.10969
70.437,1.76612,1.10967
70.438,1.7661,1.10966
70.439,1.76608,1.10965
70.44,1.76606,1.10964
70.441,1.76604,1.10962
70.442,1.76603,1.10961
70.443,1.76601,1.1096
70.444,1.76599,1.10959
70.445,1.76597,1.10957
70.446,1.76595,1.10956
70.447,1.76593,1.10955
70.448,1.76591,1.10954
70.449,1.76589,1.10952
70.45,1.76587,1.10951
70.451,1.76585,1.1095
70.452,1.76584,1.10949
70.453,1.76582,1.10948
70.454,1.7658,1.10946
70.455,1.76578,1.10945
70.456,1.76576,1.10944
70.457,1.76574,1.10943
70.458,1.76572,1.10941
70.459,1.7657,1.1094
70.46,1.76568,1.10939
70.461,1.76566,1.10938
70.462,1.76565,1.10936
70.463,1.76563,1.10935
70.464,1.76561,1.10934
70.465,1.76559,1.10933
70.466,1.76557,1.10932
70.467,1.76555,1.1093
70.468,1.76553,1.10929
70.469,1.76551,1.10928
70.47,1.76549,1.10927
70.471,1.76548,1.10925
70.472,1.76546,1.10924
70.473,1.76544,1.10923
70.474,1.76542,1.10922
70.475,1.7654,1.1092
70.476,1.76538,1.10919
70.477,1.76536,1.10918
70.478,1.76534,1.10917
70.479,1.76532,1.10916
70.48,1.7653,1.10914
70.481,1.76529,1.10913
70.482,1.76527,1.10912
70.483,1.76525,1.10911
70.484,1.76523,1.10909
70.485,1.76521,1.10908
70.486,1.76519,1.10907
70.487,1.76517,1.10906
70.488,1.76515,1.10904
70.489,1.76513,1.10903
70.49,1.76512,1.10902
70.491,1.7651,1.10901
70.492,1.76508,1.109
70.493,1.76506,1.10898
70.494,1.76504,1.10897
70.495,1.76502,1.10896
70.496,1.765,1.10895
70.497,1.76498,1.10893
70.498,1.76496,1.10892
70.499,1.76494,1.10891
70.5,1.76493,1.1089
70.501,1.76491,1.10889
70.502,1.76489,1.10887
70.503,1.76487,1.10886
70.504,1.76485,1.10885
70.505,1.76483,1.10884
70.506,1.76481,1.10882
70.507,1.76479,1.10881
70.508,1.76477,1.1088
70.509,1.76475,1.10879
70.51,1.76474,1.10877
70.511,1.76472,1.10876
70.512,1.7647,1.10875
70.513,1.76468,1.10874
70.514,1.76466,1.10873
70.515,1.76464,1.10871
70.516,1.76462,1.1087
70.517,1.7646,1.10869
70.518,1.76458,1.10868
70.519,1.76457,1.10866
70.52,1.76455,1.10865
70.521,1.76453,1.10864
70.522,1.76451,1.10863
70.523,1.76449,1.10861
70.524,1.76447,1.1086
70.525,1.76445,1.10859
70.526,1.76443,1.10858
70.527,1.76441,1.10857
70.528,1.7644,1.10855
70.529,1.76438,1.10854
70.53,1.76436,1.10853
70.531,1.76434,1.10852
70.532,1.76432,1.1085
70.533,1.7643,1.10849
70.534,1.76428,1.10848
70.535,1.76426,1.10847
70.536,1.76424,1.10845
70.537,1.76422,1.10844
70.538,1.76421,1.10843
70.539,1.76419,1.10842
70.54,1.76417,1.10841
70.541,1.76415,1.10839
70.542,1.76413,1.10838
70.543,1.76411,1.10837
70.544,1.76409,1.10836
70.545,1.76407,1.10834
70.546,1.76405,1.10833
70.547,1.76404,1.10832
70.548,1.76402,1.10831
70.549,1.764,1.1083
70.55,1.76398,1.10828
70.551,1.76396,1.10827
70.552,1.76394,1.10826
70.553,1.76392,1.10825
70.554,1.7639,1.10823
70.555,1.76388,1.10822
70.556,1.76387,1.10821
70.557,1.76385,1.1082
70.558,1.76383,1.10818
70.559,1.76381,1.10817
70.56,1.76379,1.10816
70.561,1.76377,1.10815
70.562,1.76375,1.10814
70.563,1.76373,1.10812
70.564,1.76371,1.10811
70.565,1.76369,1.1081
70.566,1.76368,1.10809
70.567,1.76366,1.10807
70.568,1.76364,1.10806
70.569,1.76362,1.10805
70.57,1.7636,1.10804
70.571,1.76358,1.10803
70.572,1.76356,1.10801
70.573,1.76354,1.108
70.574,1.76352,1.10799
70.575,1.76351,1.10798
70.576,1.76349,1.10796
70.577,1.76347,1.10795
70.578,1.76345,1.10794
70.579,1.76343,1.10793
70.58,1.76341,1.10791
70.581,1.76339,1.1079
70.582,1.76337,1.10789
70.583,1.76335,1.10788
70.584,1.76334,1.10787
70.585,1.76332,1.10785
70.586,1.7633,1.10784
70.587,1.76328,1.10783
70.588,1.76326,1.10782
70.589,1.76324,1.1078
70.59,1.76322,1.10779
70.591,1.7632,1.10778
70.592,1.76318,1.10777
70.593,1.76317,1.10776
70.594,1.76315,1.10774
70.595,1.76313,1.10773
70.596,1.76311,1.10772
70.597,1.76309,1.10771
70.598,1.76307,1.10769
70.599,1.76305,1.10768
70.6,1.76303,1.10767
70.601,1.76301,1.10766
70.602,1.763,1.10764
70.603,1.76298,1.10763
70.604,1.76296,1.10762
70.605,1.76294,1.10761
70.606,1.76292,1.1076
70.607,1.7629,1.10758
70.608,1.76288,1.10757
70.609,1.76286,1.10756
70.61,1.76284,1.10755
70.611,1.76283,1.10753
70.612,1.76281,1.10752
70.613,1.76279,1.10751
70.614,1.76277,1.1075
70.615,1.76275,1.10749
70.616,1.76273,1.10747
70.617,1.76271,1.10746
70.618,1.76269,1.10745
70.619,1.76267,1.10744
70.62,1.76266,1.10742
70.621,1.76264,1.10741
70.622,1.76262,1.1074
70.623,1.7626,1.10739
70.624,1.76258,1.10738
70.625,1.76256,1.10736
70.626,1.76254,1.10735
70.627,1.76252,1.10734
70.628,1.7625,1.10733
70.629,1.76249,1.10731
70.63,1.76247,1.1073
70.631,1.76245,1.10729
70.632,1.76243,1.10728
70.633,1.76241,1.10726
70.634,1.76239,1.10725
70.635,1.76237,1.10724
70.636,1.76235,1.10723
70.637,1.76233,1.10722
70.638,1.76232,1.1072
70.639,1.7623,1.10719
70.64,1.76228,1.10718
70.641,1.76226,1.10717
70.642,1.76224,1.10715
70.643,1.76222,1.10714
70.644,1.7622,1.10713
70.645,1.76218,1.10712
70.646,1.76216,1.10711
70.647,1.76215,1.10709
70.648,1.76213,1.10708
70.649,1.76211,1.10707
70.65,1.76209,1.10706
70.651,1.76207,1.10704
70.652,1.76205,1.10703
70.653,1.76203,1.10702
70.654,1.76201,1.10701
70.655,1.76199,1.107
70.656,1.76198,1.10698
70.657,1.76196,1.10697
70.658,1.76194,1.10696
70.659,1.76192,1.10695
70.66,1.7619,1.10693
70.661,1.76188,1.10692
70.662,1.76186,1.10691
70.663,1.76184,1.1069
70.664,1.76182,1.10689
70.665,1.76181,1.10687
70.666,1.76179,1.10686
70.667,1.76177,1.10685
70.668,1.76175,1.10684
70.669,1.76173,1.10682
70.67,1.76171,1.10681
70.671,1.76169,1.1068
70.672,1.76167,1.10679
70.673,1.76165,1.10677
70.674,1.76164,1.10676
70.675,1.76162,1.10675
70.676,1.7616,1.10674
70.677,1.76158,1.10673
70.678,1.76156,1.10671
70.679,1.76154,1.1067
70.68,1.76152,1.10669
70.681,1.7615,1.10668
70.682,1.76148,1.10666
70.683,1.76147,1.10665
70.684,1.76145,1.10664
70.685,1.76143,1.10663
70.686,1.76141,1.10662
70.687,1.76139,1.1066
70.688,1.76137,1.10659
70.689,1.76135,1.10658
70.69,1.76133,1.10657
70.691,1.76131,1.10655
70.692,1.7613,1.10654
70.693,1.76128,1.10653
70.694,1.76126,1.10652
70.695,1.76124,1.10651
70.696,1.76122,1.10649
70.697,1.7612,1.10648
70.698,1.76118,1.10647
70.699,1.76116,1.10646
70.7,1.76115,1.10644
70.701,1.76113,1.10643
70.702,1.76111,1.10642
70.703,1.76109,1.10641
70.704,1.76107,1.1064
70.705,1.76105,1.10638
70.706,1.76103,1.10637
70.707,1.76101,1.10636
70.708,1.76099,1.10635
70.709,1.76098,1.10633
70.71,1.76096,1.10632
70.711,1.76094,1.10631
70.712,1.76092,1.1063
70.713,1.7609,1.10629
70.714,1.76088,1.10627
70.715,1.76086,1.10626
70.716,1.76084,1.10625
70.717,1.76082,1.10624
70.718,1.76081,1.10622
70.719,1.76079,1.10621
70.72,1.76077,1.1062
70.721,1.76075,1.10619
70.722,1.76073,1.10618
70.723,1.76071,1.10616
70.724,1.76069,1.10615
70.725,1.76067,1.10614
70.726,1.76066,1.10613
70.727,1.76064,1.10611
70.728,1.76062,1.1061
70.729,1.7606,1.10609
70.73,1.76058,1.10608
70.731,1.76056,1.10607
70.732,1.76054,1.10605
70.733,1.76052,1.10604
70.734,1.7605,1.10603
70.735,1.76049,1.10602
70.736,1.76047,1.106
70.737,1.76045,1.10599
70.738,1.76043,1.10598
70.739,1.76041,1.10597
70.74,1.76039,1.10596
70.741,1.76037,1.10594
70.742,1.76035,1.10593
70.743,1.76034,1.10592
70.744,1.76032,1.10591
70.745,1.7603,1.10589
70.746,1.76028,1.10588
70.747,1.76026,1.10587
70.748,1.76024,1.10586
70.749,1.76022,1.10585
70.75,1.7602,1.10583
70.751,1.76018,1.10582
70.752,1.76017,1.10581
70.753,1.76015,1.1058
70.754,1.76013,1.10578
70.755,1.76011,1.10577
70.756,1.76009,1.10576
70.757,1.76007,1.10575
70.758,1.76005,1.10574
70.759,1.76003,1.10572
70.76,1.76002,1.10571
70.761,1.76,1.1057
70.762,1.75998,1.10569
70.763,1.75996,1.10567
70.764,1.75994,1.10566
70.765,1.75992,1.10565
70.766,1.7599,1.10564
70.767,1.75988,1.10563
70.768,1.75986,1.10561
70.769,1.75985,1.1056
70.77,1.75983,1.10559
70.771,1.75981,1.10558
70.772,1.75979,1.10556
70.773,1.75977,1.10555
70.774,1.75975,1.10554
70.775,1.75973,1.10553
70.776,1.75971,1.10552
70.777,1.7597,1.1055
70.778,1.75968,1.10549
70.779,1.75966,1.10548
70.78,1.75964,1.10547
70.781,1.75962,1.10545
70.782,1.7596,1.10544
70.783,1.75958,1.10543
70.784,1.75956,1.10542
70.785,1.75954,1.10541
70.786,1.75953,1.10539
70.787,1.75951,1.10538
70.788,1.75949,1.10537
70.789,1.75947,1.10536
70.79,1.75945,1.10534
70.791,1.75943,1.10533
70.792,1.75941,1.10532
70.793,1.75939,1.10531
70.794,1.75938,1.1053
70.795,1.75936,1.10528
70.796,1.75934,1.10527
70.797,1.75932,1.10526
70.798,1.7593,1.10525
70.799,1.75928,1.10524
70.8,1.75926,1.10522
70.801,1.75924,1.10521
70.802,1.75922,1.1052
70.803,1.75921,1.10519
70.804,1.75919,1.10517
70.805,1.75917,1.10516
70.806,1.75915,1.10515
70.807,1.75913,1.10514
70.808,1.75911,1.10513
70.809,1.75909,1.10511
70.81,1.75907,1.1051
70.811,1.75906,1.10509
70.812,1.75904,1.10508
70.813,1.75902,1.10506
70.814,1.759,1.10505
70.815,1.75898,1.10504
70.816,1.75896,1.10503
70.817,1.75894,1.10502
70.818,1.75892,1.105
70.819,1.75891,1.10499
70.82,1.75889,1.10498
70.821,1.75887,1.10497
70.822,1.75885,1.10495
70.823,1.75883,1.10494
70.824,1.75881,1.10493
70.825,1.75879,1.10492
70.826,1.75877,1.10491
70.827,1.75875,1.10489
70.828,1.75874,1.10488
70.829,1.75872,1.10487
70.83,1.7587,1.10486
70.831,1.75868,1.10484
70.832,1.75866,1.10483
70.833,1.75864,1.10482
70.834,1.75862,1.10481
70.835,1.7586,1.1048
70.836,1.75859,1.10478
70.837,1.75857,1.10477
70.838,1.75855,1.10476
70.839,1.75853,1.10475
70.84,1.75851,1.10474
70.841,1.75849,1.10472
70.842,1.75847,1.10471
70.843,1.75845,1.1047
70.844,1.75844,1.10469
70.845,1.75842,1.10467
70.846,1.7584,1.10466
70.847,1.75838,1.10465
70.848,1.75836,1.10464
70.849,1.75834,1.10463
70.85,1.75832,1.10461
70.851,1.7583,1.1046
70.852,1.75829,1.10459
70.853,1.75827,1.10458
70.854,1.75825,1.10456
70.855,1.75823,1.10455
70.856,1.75821,1.10454
70.857,1.75819,1.10453
70.858,1.75817,1.10452
70.859,1.75815,1.1045
70.86,1.75814,1.10449
70.861,1.75812,1.10448
70.862,1.7581,1.10447
70.863,1.75808,1.10445
70.864,1.75806,1.10444
70.865,1.75804,1.10443
70.866,1.75802,1.10442
70.867,1.758,1.10441
70.868,1.75799,1.10439
70.869,1.75797,1.10438
70.87,1.75795,1.10437
70.871,1.75793,1.10436
70.872,1.75791,1.10435
70.873,1.75789,1.10433
70.874,1.75787,1.10432
70.875,1.75785,1.10431
70.876,1.75783,1.1043
70.877,1.75782,1.10428
70.878,1.7578,1.10427
70.879,1.75778,1.10426
70.88,1.75776,1.10425
70.881,1.75774,1.10424
70.882,1.75772,1.10422
70.883,1.7577,1.10421
70.884,1.75768,1.1042
70.885,1.75767,1.10419
70.886,1.75765,1.10417
70.887,1.75763,1.10416
70.888,1.75761,1.10415
70.889,1.75759,1.10414
70.89,1.75757,1.10413
70.891,1.75755,1.10411
70.892,1.75753,1.1041
70.893,1.75752,1.10409
70.894,1.7575,1.10408
70.895,1.75748,1.10407
70.896,1.75746,1.10405
70.897,1.75744,1.10404
70.898,1.75742,1.10403
70.899,1.7574,1.10402
70.9,1.75738,1.104
70.901,1.75737,1.10399
70.902,1.75735,1.10398
70.903,1.75733,1.10397
70.904,1.75731,1.10396
70.905,1.75729,1.10394
70.906,1.75727,1.10393
70.907,1.75725,1.10392
70.908,1.75723,1.10391
70.909,1.75722,1.10389
70.91,1.7572,1.10388
70.911,1.75718,1.10387
70.912,1.75716,1.10386
70.913,1.75714,1.10385
70.914,1.75712,1.10383
70.915,1.7571,1.10382
70.916,1.75708,1.10381
70.917,1.75707,1.1038
70.918,1.75705,1.10379
70.919,1.75703,1.10377
70.92,1.75701,1.10376
70.921,1.75699,1.10375
70.922,1.75697,1.10374
70.923,1.75695,1.10372
70.924,1.75693,1.10371
70.925,1.75692,1.1037
70.926,1.7569,1.10369
70.927,1.75688,1.10368
70.928,1.75686,1.10366
70.929,1.75684,1.10365
70.93,1.75682,1.10364
70.931,1.7568,1.10363
70.932,1.75678,1.10362
70.933,1.75677,1.1036
70.934,1.75675,1.10359
70.935,1.75673,1.10358
70.936,1.75671,1.10357
70.937,1.75669,1.10355
70.938,1.75667,1.10354
70.939,1.75665,1.10353
70.94,1.75663,1.10352
70.941,1.75662,1.10351
70.942,1.7566,1.10349
70.943,1.75658,1.10348
70.944,1.75656,1.10347
70.945,1.75654,1.10346
70.946,1.75652,1.10345
70.947,1.7565,1.10343
70.948,1.75648,1.10342
70.949,1.75647,1.10341
70.95,1.75645,1.1034
70.951,1.75643,1.10338
70.952,1.75641,1.10337
70.953,1.75639,1.10336
70.954,1.75637,1.10335
70.955,1.75635,1.10334
70.956,1.75634,1.10332
70.957,1.75632,1.10331
70.958,1.7563,1.1033
70.959,1.75628,1.10329
70.96,1.75626,1.10327
70.961,1.75624,1.10326
70.962,1.75622,1.10325
70.963,1.7562,1.10324
70.964,1.75619,1.10323
70.965,1.75617,1.10321
70.966,1.75615,1.1032
70.967,1.75613,1.10319
70.968,1.75611,1.10318
70.969,1.75609,1.10317
70.97,1.75607,1.10315
70.971,1.75605,1.10314
70.972,1.75604,1.10313
70.973,1.75602,1.10312
70.974,1.756,1.1031
70.975,1.75598,1.10309
70.976,1.75596,1.10308
70.977,1.75594,1.10307
70.978,1.75592,1.10306
70.979,1.7559,1.10304
70.98,1.75589,1.10303
70.981,1.75587,1.10302
70.982,1.75585,1.10301
70.983,1.75583,1.103
70.984,1.75581,1.10298
70.985,1.75579,1.10297
70.986,1.75577,1.10296
70.987,1.75575,1.10295
70.988,1.75574,1.10293
70.989,1.75572,1.10292
70.99,1.7557,1.10291
70.991,1.75568,1.1029
70.992,1.75566,1.10289
70.993,1.75564,1.10287
70.994,1.75562,1.10286
70.995,1.75561,1.10285
70.996,1.75559,1.10284
70.997,1.75557,1.10283
70.998,1.75555,1.10281
70.999,1.75553,1.1028
71,1.75551,1.10279
71.001,1.75549,1.10278
71.002,1.75547,1.10276
71.003,1.75546,1.10275
71.004,1.75544,1.10274
71.005,1.75542,1.10273
71.006,1.7554,1.10272
71.007,1.75538,1.1027
71.008,1.75536,1.10269
71.009,1.75534,1.10268
71.01,1.75532,1.10267
71.011,1.75531,1.10266
71.012,1.75529,1.10264
71.013,1.75527,1.10263
71.014,1.75525,1.10262
71.015,1.75523,1.10261
71.016,1.75521,1.1026
71.017,1.75519,1.10258
71.018,1.75518,1.10257
71.019,1.75516,1.10256
71.02,1.75514,1.10255
71.021,1.75512,1.10253
71.022,1.7551,1.10252
71.023,1.75508,1.10251
71.024,1.75506,1.1025
71.025,1.75504,1.10249
71.026,1.75503,1.10247
71.027,1.75501,1.10246
71.028,1.75499,1.10245
71.029,1.75497,1.10244
71.03,1.75495,1.10243
71.031,1.75493,1.10241
71.032,1.75491,1.1024
71.033,1.75489,1.10239
71.034,1.75488,1.10238
71.035,1.75486,1.10236
71.036,1.75484,1.10235
71.037,1.75482,1.10234
71.038,1.7548,1.10233
71.039,1.75478,1.10232
71.04,1.75476,1.1023
71.041,1.75475,1.10229
71.042,1.75473,1.10228
71.043,1.75471,1.10227
71.044,1.75469,1.10226
71.045,1.75467,1.10224
71.046,1.75465,1.10223
71.047,1.75463,1.10222
71.048,1.75461,1.10221
71.049,1.7546,1.10219
71.05,1.75458,1.10218
71.051,1.75456,1.10217
71.052,1.75454,1.10216
71.053,1.75452,1.10215
71.054,1.7545,1.10213
71.055,1.75448,1.10212
71.056,1.75446,1.10211
71.057,1.75445,1.1021
71.058,1.75443,1.10209
71.059,1.75441,1.10207
71.06,1.75439,1.10206
71.061,1.75437,1.10205
71.062,1.75435,1.10204
71.063,1.75433,1.10203
71.064,1.75432,1.10201
71.065,1.7543,1.102
71.066,1.75428,1.10199
71.067,1.75426,1.10198
71.068,1.75424,1.10196
71.069,1.75422,1.10195
71.07,1.7542,1.10194
71.071,1.75418,1.10193
71.072,1.75417,1.10192
71.073,1.75415,1.1019
71.074,1.75413,1.10189
71.075,1.75411,1.10188
71.076,1.75409,1.10187
71.077,1.75407,1.10186
71.078,1.75405,1.10184
71.079,1.75404,1.10183
71.08,1.75402,1.10182
71.081,1.754,1.10181
71.082,1.75398,1.1018
71.083,1.75396,1.10178
71.084,1.75394,1.10177
71.085,1.75392,1.10176
71.086,1.7539,1.10175
71.087,1.75389,1.10173
71.088,1.75387,1.10172
71.089,1.75385,1.10171
71.09,1.75383,1.1017
71.091,1.75381,1.10169
71.092,1.75379,1.10167
71.093,1.75377,1.10166
71.094,1.75376,1.10165
71.095,1.75374,1.10164
71.096,1.75372,1.10163
71.097,1.7537,1.10161
71.098,1.75368,1.1016
71.099,1.75366,1.10159
71.1,1.75364,1.10158
71.101,1.75362,1.10157
71.102,1.75361,1.10155
71.103,1.75359,1.10154
71.104,1.75357,1.10153
71.105,1.75355,1.10152
71.106,1.75353,1.1015
71.107,1.75351,1.10149
71.108,1.75349,1.10148
71.109,1.75348,1.10147
71.11,1.75346,1.10146
71.111,1.75344,1.10144
71.112,1.75342,1.10143
71.113,1.7534,1.10142
71.114,1.75338,1.10141
71.115,1.75336,1.1014
71.116,1.75335,1.10138
71.117,1.75333,1.10137
71.118,1.75331,1.10136
71.119,1.75329,1.10135
71.12,1.75327,1.10134
71.121,1.75325,1.10132
71.122,1.75323,1.10131
71.123,1.75321,1.1013
71.124,1.7532,1.10129
71.125,1.75318,1.10127
71.126,1.75316,1.10126
71.127,1.75314,1.10125
71.128,1.75312,1.10124
71.129,1.7531,1.10123
71.13,1.75308,1.10121
71.131,1.75307,1.1012
71.132,1.75305,1.10119
71.133,1.75303,1.10118
71.134,1.75301,1.10117
71.135,1.75299,1.10115
71.136,1.75297,1.10114
71.137,1.75295,1.10113
71.138,1.75293,1.10112
71.139,1.75292,1.10111
71.14,1.7529,1.10109
71.141,1.75288,1.10108
71.142,1.75286,1.10107
71.143,1.75284,1.10106
71.144,1.75282,1.10104
71.145,1.7528,1.10103
71.146,1.75279,1.10102
71.147,1.75277,1.10101
71.148,1.75275,1.101
71.149,1.75273,1.10098
71.15,1.75271,1.10097
71.151,1.75269,1.10096
71.152,1.75267,1.10095
71.153,1.75266,1.10094
71.154,1.75264,1.10092
71.155,1.75262,1.10091
71.156,1.7526,1.1009
71.157,1.75258,1.10089
71.158,1.75256,1.10088
71.159,1.75254,1.10086
71.16,1.75252,1.10085
71.161,1.75251,1.10084
71.162,1.75249,1.10083
71.163,1.75247,1.10082
71.164,1.75245,1.1008
71.165,1.75243,1.10079
71.166,1.75241,1.10078
71.167,1.75239,1.10077
71.168,1.75238,1.10075
71.169,1.75236,1.10074
71.17,1.75234,1.10073
71.171,1.75232,1.10072
71.172,1.7523,1.10071
71.173,1.75228,1.10069
71.174,1.75226,1.10068
71.175,1.75225,1.10067
71.176,1.75223,1.10066
71.177,1.75221,1.10065
71.178,1.75219,1.10063
71.179,1.75217,1.10062
71.18,1.75215,1.10061
71.181,1.75213,1.1006
71.182,1.75212,1.10059
71.183,1.7521,1.10057
71.184,1.75208,1.10056
71.185,1.75206,1.10055
71.186,1.75204,1.10054
71.187,1.75202,1.10053
71.188,1.752,1.10051
71.189,1.75198,1.1005
71.19,1.75197,1.10049
71.191,1.75195,1.10048
71.192,1.75193,1.10046
71.193,1.75191,1.10045
71.194,1.75189,1.10044
71.195,1.75187,1.10043
71.196,1.75185,1.10042
71.197,1.75184,1.1004
71.198,1.75182,1.10039
71.199,1.7518,1.10038
71.2,1.75178,1.10037
71.201,1.75176,1.10036
71.202,1.75174,1.10034
71.203,1.75172,1.10033
71.204,1.75171,1.10032
71.205,1.75169,1.10031
71.206,1.75167,1.1003
71.207,1.75165,1.10028
71.208,1.75163,1.10027
71.209,1.75161,1.10026
71.21,1.75159,1.10025
71.211,1.75158,1.10024
71.212,1.75156,1.10022
