### Energy [MeV],Low dEdx [MeV*cm2/g],High dEdx [MeV*cm2/g]
23.179,4.18859,2.69614
23.18,4.18845,2.69604
23.181,4.18831,2.69595
23.182,4.18816,2.69586
23.183,4.18802,2.69577
23.184,4.18788,2.69568
23.185,4.18774,2.69558
23.186,4.1876,2.69549
23.187,4.18746,2.6954
23.188,4.18731,2.69531
23.189,4.18717,2.69521
23.19,4.18703,2.69512
23.191,4.18689,2.69503
23.192,4.18675,2.69494
23.193,4.18661,2.69485
23.194,4.18647,2.69475
23.195,4.18632,2.69466
23.196,4.18618,2.69457
23.197,4.18604,2.69448
23.198,4.1859,2.69439
23.199,4.18576,2.69429
23.2,4.18562,2.6942
23.201,4.18548,2.69411
23.202,4.18534,2.69402
23.203,4.18519,2.69393
23.204,4.18505,2.69383
23.205,4.18491,2.69374
23.206,4.18477,2.69365
23.207,4.18463,2.69356
23.208,4.18449,2.69347
23.209,4.18435,2.69338
23.21,4.18421,2.69328
23.211,4.18406,2.69319
23.212,4.18392,2.6931
23.213,4.18378,2.69301
23.214,4.18364,2.69292
23.215,4.1835,2.69282
23.216,4.18336,2.69273
23.217,4.18322,2.69264
23.218,4.18308,2.69255
23.219,4.18293,2.69246
23.22,4.18279,2.69236
23.221,4.18265,2.69227
23.222,4.18251,2.69218
23.223,4.18237,2.69209
23.224,4.18223,2.692
23.225,4.18209,2.69191
23.226,4.18195,2.69181
23.227,4.18181,2.69172
23.228,4.18167,2.69163
23.229,4.18152,2.69154
23.23,4.18138,2.69145
23.231,4.18124,2.69135
23.232,4.1811,2.69126
23.233,4.18096,2.69117
23.234,4.18082,2.69108
23.235,4.18068,2.69099
23.236,4.18054,2.6909
23.237,4.1804,2.6908
23.238,4.18026,2.69071
23.239,4.18011,2.69062
23.24,4.17997,2.69053
23.241,4.17983,2.69044
23.242,4.17969,2.69035
23.243,4.17955,2.69025
23.244,4.17941,2.69016
23.245,4.17927,2.69007
23.246,4.17913,2.68998
23.247,4.17899,2.68989
23.248,4.17885,2.6898
23.249,4.17871,2.6897
23.25,4.17857,2.68961
23.251,4.17842,2.68952
23.252,4.17828,2.68943
23.253,4.17814,2.68934
23.254,4.178,2.68925
23.255,4.17786,2.68915
23.256,4.17772,2.68906
23.257,4.17758,2.68897
23.258,4.17744,2.68888
23.259,4.1773,2.68879
23.26,4.17716,2.6887
23.261,4.17702,2.6886
23.262,4.17688,2.68851
23.263,4.17674,2.68842
23.264,4.1766,2.68833
23.265,4.17645,2.68824
23.266,4.17631,2.68815
23.267,4.17617,2.68805
23.268,4.17603,2.68796
23.269,4.17589,2.68787
23.27,4.17575,2.68778
23.271,4.17561,2.68769
23.272,4.17547,2.6876
23.273,4.17533,2.68751
23.274,4.17519,2.68741
23.275,4.17505,2.68732
23.276,4.17491,2.68723
23.277,4.17477,2.68714
23.278,4.17463,2.68705
23.279,4.17449,2.68696
23.28,4.17435,2.68687
23.281,4.17421,2.68677
23.282,4.17407,2.68668
23.283,4.17392,2.68659
23.284,4.17378,2.6865
23.285,4.17364,2.68641
23.286,4.1735,2.68632
23.287,4.17336,2.68623
23.288,4.17322,2.68613
23.289,4.17308,2.68604
23.29,4.17294,2.68595
23.291,4.1728,2.68586
23.292,4.17266,2.68577
23.293,4.17252,2.68568
23.294,4.17238,2.68559
23.295,4.17224,2.68549
23.296,4.1721,2.6854
23.297,4.17196,2.68531
23.298,4.17182,2.68522
23.299,4.17168,2.68513
23.3,4.17154,2.68504
23.301,4.1714,2.68495
23.302,4.17126,2.68486
23.303,4.17112,2.68476
23.304,4.17098,2.68467
23.305,4.17084,2.68458
23.306,4.1707,2.68449
23.307,4.17056,2.6844
23.308,4.17042,2.68431
23.309,4.17028,2.68422
23.31,4.17014,2.68413
23.311,4.17,2.68403
23.312,4.16986,2.68394
23.313,4.16972,2.68385
23.314,4.16958,2.68376
23.315,4.16944,2.68367
23.316,4.1693,2.68358
23.317,4.16916,2.68349
23.318,4.16902,2.6834
23.319,4.16888,2.6833
23.32,4.16874,2.68321
23.321,4.1686,2.68312
23.322,4.16846,2.68303
23.323,4.16832,2.68294
23.324,4.16818,2.68285
23.325,4.16804,2.68276
23.326,4.1679,2.68267
23.327,4.16776,2.68258
23.328,4.16762,2.68248
23.329,4.16748,2.68239
23.33,4.16734,2.6823
23.331,4.1672,2.68221
23.332,4.16706,2.68212
23.333,4.16692,2.68203
23.334,4.16678,2.68194
23.335,4.16664,2.68185
23.336,4.1665,2.68176
23.337,4.16636,2.68166
23.338,4.16622,2.68157
23.339,4.16608,2.68148
23.34,4.16594,2.68139
23.341,4.1658,2.6813
23.342,4.16566,2.68121
23.343,4.16552,2.68112
23.344,4.16538,2.68103
23.345,4.16524,2.68094
23.346,4.1651,2.68085
23.347,4.16496,2.68075
23.348,4.16482,2.68066
23.349,4.16468,2.68057
23.35,4.16454,2.68048
23.351,4.1644,2.68039
23.352,4.16426,2.6803
23.353,4.16412,2.68021
23.354,4.16398,2.68012
23.355,4.16384,2.68003
23.356,4.1637,2.67994
23.357,4.16356,2.67985
23.358,4.16342,2.67975
23.359,4.16328,2.67966
23.36,4.16314,2.67957
23.361,4.163,2.67948
23.362,4.16286,2.67939
23.363,4.16272,2.6793
23.364,4.16258,2.67921
23.365,4.16244,2.67912
23.366,4.16231,2.67903
23.367,4.16217,2.67894
23.368,4.16203,2.67885
23.369,4.16189,2.67875
23.37,4.16175,2.67866
23.371,4.16161,2.67857
23.372,4.16147,2.67848
23.373,4.16133,2.67839
23.374,4.16119,2.6783
23.375,4.16105,2.67821
23.376,4.16091,2.67812
23.377,4.16077,2.67803
23.378,4.16063,2.67794
23.379,4.16049,2.67785
23.38,4.16035,2.67776
23.381,4.16021,2.67767
23.382,4.16007,2.67757
23.383,4.15993,2.67748
23.384,4.15979,2.67739
23.385,4.15966,2.6773
23.386,4.15952,2.67721
23.387,4.15938,2.67712
23.388,4.15924,2.67703
23.389,4.1591,2.67694
23.39,4.15896,2.67685
23.391,4.15882,2.67676
23.392,4.15868,2.67667
23.393,4.15854,2.67658
23.394,4.1584,2.67649
23.395,4.15826,2.6764
23.396,4.15812,2.6763
23.397,4.15798,2.67621
23.398,4.15784,2.67612
23.399,4.15771,2.67603
23.4,4.15757,2.67594
23.401,4.15743,2.67585
23.402,4.15729,2.67576
23.403,4.15715,2.67567
23.404,4.15701,2.67558
23.405,4.15687,2.67549
23.406,4.15673,2.6754
23.407,4.15659,2.67531
23.408,4.15645,2.67522
23.409,4.15631,2.67513
23.41,4.15617,2.67504
23.411,4.15604,2.67495
23.412,4.1559,2.67485
23.413,4.15576,2.67476
23.414,4.15562,2.67467
23.415,4.15548,2.67458
23.416,4.15534,2.67449
23.417,4.1552,2.6744
23.418,4.15506,2.67431
23.419,4.15492,2.67422
23.42,4.15478,2.67413
23.421,4.15465,2.67404
23.422,4.15451,2.67395
23.423,4.15437,2.67386
23.424,4.15423,2.67377
23.425,4.15409,2.67368
23.426,4.15395,2.67359
23.427,4.15381,2.6735
23.428,4.15367,2.67341
23.429,4.15353,2.67332
23.43,4.1534,2.67323
23.431,4.15326,2.67314
23.432,4.15312,2.67305
23.433,4.15298,2.67296
23.434,4.15284,2.67286
23.435,4.1527,2.67277
23.436,4.15256,2.67268
23.437,4.15242,2.67259
23.438,4.15228,2.6725
23.439,4.15215,2.67241
23.44,4.15201,2.67232
23.441,4.15187,2.67223
23.442,4.15173,2.67214
23.443,4.15159,2.67205
23.444,4.15145,2.67196
23.445,4.15131,2.67187
23.446,4.15117,2.67178
23.447,4.15104,2.67169
23.448,4.1509,2.6716
23.449,4.15076,2.67151
23.45,4.15062,2.67142
23.451,4.15048,2.67133
23.452,4.15034,2.67124
23.453,4.1502,2.67115
23.454,4.15006,2.67106
23.455,4.14993,2.67097
23.456,4.14979,2.67088
23.457,4.14965,2.67079
23.458,4.14951,2.6707
23.459,4.14937,2.67061
23.46,4.14923,2.67052
23.461,4.14909,2.67043
23.462,4.14896,2.67034
23.463,4.14882,2.67025
23.464,4.14868,2.67016
23.465,4.14854,2.67007
23.466,4.1484,2.66998
23.467,4.14826,2.66989
23.468,4.14813,2.6698
23.469,4.14799,2.6697
23.47,4.14785,2.66961
23.471,4.14771,2.66952
23.472,4.14757,2.66943
23.473,4.14743,2.66934
23.474,4.14729,2.66925
23.475,4.14716,2.66916
23.476,4.14702,2.66907
23.477,4.14688,2.66898
23.478,4.14674,2.66889
23.479,4.1466,2.6688
23.48,4.14646,2.66871
23.481,4.14633,2.66862
23.482,4.14619,2.66853
23.483,4.14605,2.66844
23.484,4.14591,2.66835
23.485,4.14577,2.66826
23.486,4.14563,2.66817
23.487,4.1455,2.66808
23.488,4.14536,2.66799
23.489,4.14522,2.6679
23.49,4.14508,2.66781
23.491,4.14494,2.66772
23.492,4.1448,2.66763
23.493,4.14467,2.66754
23.494,4.14453,2.66745
23.495,4.14439,2.66736
23.496,4.14425,2.66727
23.497,4.14411,2.66718
23.498,4.14398,2.66709
23.499,4.14384,2.667
23.5,4.1437,2.66691
23.501,4.14356,2.66682
23.502,4.14342,2.66673
23.503,4.14328,2.66664
23.504,4.14315,2.66655
23.505,4.14301,2.66646
23.506,4.14287,2.66637
23.507,4.14273,2.66628
23.508,4.14259,2.66619
23.509,4.14246,2.6661
23.51,4.14232,2.66601
23.511,4.14218,2.66592
23.512,4.14204,2.66583
23.513,4.1419,2.66574
23.514,4.14177,2.66565
23.515,4.14163,2.66556
23.516,4.14149,2.66547
23.517,4.14135,2.66538
23.518,4.14121,2.6653
23.519,4.14108,2.66521
23.52,4.14094,2.66512
23.521,4.1408,2.66503
23.522,4.14066,2.66494
23.523,4.14052,2.66485
23.524,4.14039,2.66476
23.525,4.14025,2.66467
23.526,4.14011,2.66458
23.527,4.13997,2.66449
23.528,4.13983,2.6644
23.529,4.1397,2.66431
23.53,4.13956,2.66422
23.531,4.13942,2.66413
23.532,4.13928,2.66404
23.533,4.13915,2.66395
23.534,4.13901,2.66386
23.535,4.13887,2.66377
23.536,4.13873,2.66368
23.537,4.13859,2.66359
23.538,4.13846,2.6635
23.539,4.13832,2.66341
23.54,4.13818,2.66332
23.541,4.13804,2.66323
23.542,4.13791,2.66314
23.543,4.13777,2.66305
23.544,4.13763,2.66296
23.545,4.13749,2.66287
23.546,4.13736,2.66278
23.547,4.13722,2.66269
23.548,4.13708,2.6626
23.549,4.13694,2.66251
23.55,4.1368,2.66242
23.551,4.13667,2.66233
23.552,4.13653,2.66224
23.553,4.13639,2.66216
23.554,4.13625,2.66207
23.555,4.13612,2.66198
23.556,4.13598,2.66189
23.557,4.13584,2.6618
23.558,4.1357,2.66171
23.559,4.13557,2.66162
23.56,4.13543,2.66153
23.561,4.13529,2.66144
23.562,4.13515,2.66135
23.563,4.13502,2.66126
23.564,4.13488,2.66117
23.565,4.13474,2.66108
23.566,4.1346,2.66099
23.567,4.13447,2.6609
23.568,4.13433,2.66081
23.569,4.13419,2.66072
23.57,4.13405,2.66063
23.571,4.13392,2.66054
23.572,4.13378,2.66045
23.573,4.13364,2.66036
23.574,4.1335,2.66027
23.575,4.13337,2.66019
23.576,4.13323,2.6601
23.577,4.13309,2.66001
23.578,4.13295,2.65992
23.579,4.13282,2.65983
23.58,4.13268,2.65974
23.581,4.13254,2.65965
23.582,4.13241,2.65956
23.583,4.13227,2.65947
23.584,4.13213,2.65938
23.585,4.13199,2.65929
23.586,4.13186,2.6592
23.587,4.13172,2.65911
23.588,4.13158,2.65902
23.589,4.13144,2.65893
23.59,4.13131,2.65884
23.591,4.13117,2.65876
23.592,4.13103,2.65867
23.593,4.1309,2.65858
23.594,4.13076,2.65849
23.595,4.13062,2.6584
23.596,4.13048,2.65831
23.597,4.13035,2.65822
23.598,4.13021,2.65813
23.599,4.13007,2.65804
23.6,4.12994,2.65795
23.601,4.1298,2.65786
23.602,4.12966,2.65777
23.603,4.12952,2.65768
23.604,4.12939,2.65759
23.605,4.12925,2.6575
23.606,4.12911,2.65742
23.607,4.12898,2.65733
23.608,4.12884,2.65724
23.609,4.1287,2.65715
23.61,4.12857,2.65706
23.611,4.12843,2.65697
23.612,4.12829,2.65688
23.613,4.12815,2.65679
23.614,4.12802,2.6567
23.615,4.12788,2.65661
23.616,4.12774,2.65652
23.617,4.12761,2.65643
23.618,4.12747,2.65635
23.619,4.12733,2.65626
23.62,4.1272,2.65617
23.621,4.12706,2.65608
23.622,4.12692,2.65599
23.623,4.12679,2.6559
23.624,4.12665,2.65581
23.625,4.12651,2.65572
23.626,4.12637,2.65563
23.627,4.12624,2.65554
23.628,4.1261,2.65545
23.629,4.12596,2.65536
23.63,4.12583,2.65528
23.631,4.12569,2.65519
23.632,4.12555,2.6551
23.633,4.12542,2.65501
23.634,4.12528,2.65492
23.635,4.12514,2.65483
23.636,4.12501,2.65474
23.637,4.12487,2.65465
23.638,4.12473,2.65456
23.639,4.1246,2.65447
23.64,4.12446,2.65438
23.641,4.12432,2.6543
23.642,4.12419,2.65421
23.643,4.12405,2.65412
23.644,4.12391,2.65403
23.645,4.12378,2.65394
23.646,4.12364,2.65385
23.647,4.1235,2.65376
23.648,4.12337,2.65367
23.649,4.12323,2.65358
23.65,4.12309,2.6535
23.651,4.12296,2.65341
23.652,4.12282,2.65332
23.653,4.12268,2.65323
23.654,4.12255,2.65314
23.655,4.12241,2.65305
23.656,4.12227,2.65296
23.657,4.12214,2.65287
23.658,4.122,2.65278
23.659,4.12186,2.65269
23.66,4.12173,2.65261
23.661,4.12159,2.65252
23.662,4.12145,2.65243
23.663,4.12132,2.65234
23.664,4.12118,2.65225
23.665,4.12105,2.65216
23.666,4.12091,2.65207
23.667,4.12077,2.65198
23.668,4.12064,2.65189
23.669,4.1205,2.65181
23.67,4.12036,2.65172
23.671,4.12023,2.65163
23.672,4.12009,2.65154
23.673,4.11995,2.65145
23.674,4.11982,2.65136
23.675,4.11968,2.65127
23.676,4.11954,2.65118
23.677,4.11941,2.6511
23.678,4.11927,2.65101
23.679,4.11914,2.65092
23.68,4.119,2.65083
23.681,4.11886,2.65074
23.682,4.11873,2.65065
23.683,4.11859,2.65056
23.684,4.11845,2.65047
23.685,4.11832,2.65039
23.686,4.11818,2.6503
23.687,4.11805,2.65021
23.688,4.11791,2.65012
23.689,4.11777,2.65003
23.69,4.11764,2.64994
23.691,4.1175,2.64985
23.692,4.11736,2.64976
23.693,4.11723,2.64968
23.694,4.11709,2.64959
23.695,4.11696,2.6495
23.696,4.11682,2.64941
23.697,4.11668,2.64932
23.698,4.11655,2.64923
23.699,4.11641,2.64914
23.7,4.11628,2.64906
23.701,4.11614,2.64897
23.702,4.116,2.64888
23.703,4.11587,2.64879
23.704,4.11573,2.6487
23.705,4.1156,2.64861
23.706,4.11546,2.64852
23.707,4.11532,2.64844
23.708,4.11519,2.64835
23.709,4.11505,2.64826
23.71,4.11492,2.64817
23.711,4.11478,2.64808
23.712,4.11464,2.64799
23.713,4.11451,2.6479
23.714,4.11437,2.64782
23.715,4.11424,2.64773
23.716,4.1141,2.64764
23.717,4.11396,2.64755
23.718,4.11383,2.64746
23.719,4.11369,2.64737
23.72,4.11356,2.64728
23.721,4.11342,2.6472
23.722,4.11328,2.64711
23.723,4.11315,2.64702
23.724,4.11301,2.64693
23.725,4.11288,2.64684
23.726,4.11274,2.64675
23.727,4.11261,2.64666
23.728,4.11247,2.64658
23.729,4.11233,2.64649
23.73,4.1122,2.6464
23.731,4.11206,2.64631
23.732,4.11193,2.64622
23.733,4.11179,2.64613
23.734,4.11165,2.64605
23.735,4.11152,2.64596
23.736,4.11138,2.64587
23.737,4.11125,2.64578
23.738,4.11111,2.64569
23.739,4.11098,2.6456
23.74,4.11084,2.64552
23.741,4.1107,2.64543
23.742,4.11057,2.64534
23.743,4.11043,2.64525
23.744,4.1103,2.64516
23.745,4.11016,2.64507
23.746,4.11003,2.64499
23.747,4.10989,2.6449
23.748,4.10976,2.64481
23.749,4.10962,2.64472
23.75,4.10948,2.64463
23.751,4.10935,2.64454
23.752,4.10921,2.64446
23.753,4.10908,2.64437
23.754,4.10894,2.64428
23.755,4.10881,2.64419
23.756,4.10867,2.6441
23.757,4.10854,2.64401
23.758,4.1084,2.64393
23.759,4.10826,2.64384
23.76,4.10813,2.64375
23.761,4.10799,2.64366
23.762,4.10786,2.64357
23.763,4.10772,2.64348
23.764,4.10759,2.6434
23.765,4.10745,2.64331
23.766,4.10732,2.64322
23.767,4.10718,2.64313
23.768,4.10705,2.64304
23.769,4.10691,2.64296
23.77,4.10677,2.64287
23.771,4.10664,2.64278
23.772,4.1065,2.64269
23.773,4.10637,2.6426
23.774,4.10623,2.64251
23.775,4.1061,2.64243
23.776,4.10596,2.64234
23.777,4.10583,2.64225
23.778,4.10569,2.64216
23.779,4.10556,2.64207
23.78,4.10542,2.64199
23.781,4.10529,2.6419
23.782,4.10515,2.64181
23.783,4.10502,2.64172
23.784,4.10488,2.64163
23.785,4.10474,2.64155
23.786,4.10461,2.64146
23.787,4.10447,2.64137
23.788,4.10434,2.64128
23.789,4.1042,2.64119
23.79,4.10407,2.6411
23.791,4.10393,2.64102
23.792,4.1038,2.64093
23.793,4.10366,2.64084
23.794,4.10353,2.64075
23.795,4.10339,2.64066
23.796,4.10326,2.64058
23.797,4.10312,2.64049
23.798,4.10299,2.6404
23.799,4.10285,2.64031
23.8,4.10272,2.64022
23.801,4.10258,2.64014
23.802,4.10245,2.64005
23.803,4.10231,2.63996
23.804,4.10218,2.63987
23.805,4.10204,2.63978
23.806,4.10191,2.6397
23.807,4.10177,2.63961
23.808,4.10164,2.63952
23.809,4.1015,2.63943
23.81,4.10137,2.63935
23.811,4.10123,2.63926
23.812,4.1011,2.63917
23.813,4.10096,2.63908
23.814,4.10083,2.63899
23.815,4.10069,2.63891
23.816,4.10056,2.63882
23.817,4.10042,2.63873
23.818,4.10029,2.63864
23.819,4.10015,2.63855
23.82,4.10002,2.63847
23.821,4.09988,2.63838
23.822,4.09975,2.63829
23.823,4.09961,2.6382
23.824,4.09948,2.63811
23.825,4.09934,2.63803
23.826,4.09921,2.63794
23.827,4.09907,2.63785
23.828,4.09894,2.63776
23.829,4.0988,2.63768
23.83,4.09867,2.63759
23.831,4.09854,2.6375
23.832,4.0984,2.63741
23.833,4.09827,2.63732
23.834,4.09813,2.63724
23.835,4.098,2.63715
23.836,4.09786,2.63706
23.837,4.09773,2.63697
23.838,4.09759,2.63689
23.839,4.09746,2.6368
23.84,4.09732,2.63671
23.841,4.09719,2.63662
23.842,4.09705,2.63654
23.843,4.09692,2.63645
23.844,4.09678,2.63636
23.845,4.09665,2.63627
23.846,4.09651,2.63618
23.847,4.09638,2.6361
23.848,4.09625,2.63601
23.849,4.09611,2.63592
23.85,4.09598,2.63583
23.851,4.09584,2.63575
23.852,4.09571,2.63566
23.853,4.09557,2.63557
23.854,4.09544,2.63548
23.855,4.0953,2.6354
23.856,4.09517,2.63531
23.857,4.09503,2.63522
23.858,4.0949,2.63513
23.859,4.09477,2.63504
23.86,4.09463,2.63496
23.861,4.0945,2.63487
23.862,4.09436,2.63478
23.863,4.09423,2.63469
23.864,4.09409,2.63461
23.865,4.09396,2.63452
23.866,4.09382,2.63443
23.867,4.09369,2.63434
23.868,4.09356,2.63426
23.869,4.09342,2.63417
23.87,4.09329,2.63408
23.871,4.09315,2.63399
23.872,4.09302,2.63391
23.873,4.09288,2.63382
23.874,4.09275,2.63373
23.875,4.09262,2.63364
23.876,4.09248,2.63356
23.877,4.09235,2.63347
23.878,4.09221,2.63338
23.879,4.09208,2.63329
23.88,4.09194,2.63321
23.881,4.09181,2.63312
23.882,4.09168,2.63303
23.883,4.09154,2.63294
23.884,4.09141,2.63286
23.885,4.09127,2.63277
23.886,4.09114,2.63268
23.887,4.091,2.63259
23.888,4.09087,2.63251
23.889,4.09074,2.63242
23.89,4.0906,2.63233
23.891,4.09047,2.63224
23.892,4.09033,2.63216
23.893,4.0902,2.63207
23.894,4.09006,2.63198
23.895,4.08993,2.6319
23.896,4.0898,2.63181
23.897,4.08966,2.63172
23.898,4.08953,2.63163
23.899,4.08939,2.63155
23.9,4.08926,2.63146
23.901,4.08913,2.63137
23.902,4.08899,2.63128
23.903,4.08886,2.6312
23.904,4.08872,2.63111
23.905,4.08859,2.63102
23.906,4.08846,2.63093
23.907,4.08832,2.63085
23.908,4.08819,2.63076
23.909,4.08805,2.63067
23.91,4.08792,2.63059
23.911,4.08779,2.6305
23.912,4.08765,2.63041
23.913,4.08752,2.63032
23.914,4.08738,2.63024
23.915,4.08725,2.63015
23.916,4.08712,2.63006
23.917,4.08698,2.62997
23.918,4.08685,2.62989
23.919,4.08671,2.6298
23.92,4.08658,2.62971
23.921,4.08645,2.62963
23.922,4.08631,2.62954
23.923,4.08618,2.62945
23.924,4.08605,2.62936
23.925,4.08591,2.62928
23.926,4.08578,2.62919
23.927,4.08564,2.6291
23.928,4.08551,2.62902
23.929,4.08538,2.62893
23.93,4.08524,2.62884
23.931,4.08511,2.62875
23.932,4.08497,2.62867
23.933,4.08484,2.62858
23.934,4.08471,2.62849
23.935,4.08457,2.62841
23.936,4.08444,2.62832
23.937,4.08431,2.62823
23.938,4.08417,2.62814
23.939,4.08404,2.62806
23.94,4.0839,2.62797
23.941,4.08377,2.62788
23.942,4.08364,2.6278
23.943,4.0835,2.62771
23.944,4.08337,2.62762
23.945,4.08324,2.62753
23.946,4.0831,2.62745
23.947,4.08297,2.62736
23.948,4.08284,2.62727
23.949,4.0827,2.62719
23.95,4.08257,2.6271
23.951,4.08244,2.62701
23.952,4.0823,2.62693
23.953,4.08217,2.62684
23.954,4.08203,2.62675
23.955,4.0819,2.62666
23.956,4.08177,2.62658
23.957,4.08163,2.62649
23.958,4.0815,2.6264
23.959,4.08137,2.62632
23.96,4.08123,2.62623
23.961,4.0811,2.62614
23.962,4.08097,2.62606
23.963,4.08083,2.62597
23.964,4.0807,2.62588
23.965,4.08057,2.62579
23.966,4.08043,2.62571
23.967,4.0803,2.62562
23.968,4.08017,2.62553
23.969,4.08003,2.62545
23.97,4.0799,2.62536
23.971,4.07977,2.62527
23.972,4.07963,2.62519
23.973,4.0795,2.6251
23.974,4.07937,2.62501
23.975,4.07923,2.62493
23.976,4.0791,2.62484
23.977,4.07897,2.62475
23.978,4.07883,2.62467
23.979,4.0787,2.62458
23.98,4.07857,2.62449
23.981,4.07843,2.6244
23.982,4.0783,2.62432
23.983,4.07817,2.62423
23.984,4.07803,2.62414
23.985,4.0779,2.62406
23.986,4.07777,2.62397
23.987,4.07763,2.62388
23.988,4.0775,2.6238
23.989,4.07737,2.62371
23.99,4.07723,2.62362
23.991,4.0771,2.62354
23.992,4.07697,2.62345
23.993,4.07683,2.62336
23.994,4.0767,2.62328
23.995,4.07657,2.62319
23.996,4.07643,2.6231
23.997,4.0763,2.62302
23.998,4.07617,2.62293
23.999,4.07603,2.62284
24,4.0759,2.62276
24.001,4.07577,2.62267
24.002,4.07564,2.62258
24.003,4.0755,2.6225
24.004,4.07537,2.62241
24.005,4.07524,2.62232
24.006,4.0751,2.62224
24.007,4.07497,2.62215
24.008,4.07484,2.62206
24.009,4.0747,2.62198
24.01,4.07457,2.62189
24.011,4.07444,2.6218
24.012,4.07431,2.62172
24.013,4.07417,2.62163
24.014,4.07404,2.62154
24.015,4.07391,2.62146
24.016,4.07377,2.62137
24.017,4.07364,2.62128
24.018,4.07351,2.6212
24.019,4.07337,2.62111
24.02,4.07324,2.62102
24.021,4.07311,2.62094
24.022,4.07298,2.62085
24.023,4.07284,2.62076
24.024,4.07271,2.62068
24.025,4.07258,2.62059
24.026,4.07244,2.6205
24.027,4.07231,2.62042
24.028,4.07218,2.62033
24.029,4.07205,2.62024
24.03,4.07191,2.62016
24.031,4.07178,2.62007
24.032,4.07165,2.61999
24.033,4.07152,2.6199
24.034,4.07138,2.61981
24.035,4.07125,2.61973
24.036,4.07112,2.61964
24.037,4.07098,2.61955
24.038,4.07085,2.61947
24.039,4.07072,2.61938
24.04,4.07059,2.61929
24.041,4.07045,2.61921
24.042,4.07032,2.61912
24.043,4.07019,2.61903
24.044,4.07006,2.61895
24.045,4.06992,2.61886
24.046,4.06979,2.61877
24.047,4.06966,2.61869
24.048,4.06952,2.6186
24.049,4.06939,2.61852
24.05,4.06926,2.61843
24.051,4.06913,2.61834
24.052,4.06899,2.61826
24.053,4.06886,2.61817
24.054,4.06873,2.61808
24.055,4.0686,2.618
24.056,4.06846,2.61791
24.057,4.06833,2.61782
24.058,4.0682,2.61774
24.059,4.06807,2.61765
24.06,4.06793,2.61757
24.061,4.0678,2.61748
24.062,4.06767,2.61739
24.063,4.06754,2.61731
24.064,4.0674,2.61722
24.065,4.06727,2.61713
24.066,4.06714,2.61705
24.067,4.06701,2.61696
24.068,4.06687,2.61688
24.069,4.06674,2.61679
24.07,4.06661,2.6167
24.071,4.06648,2.61662
24.072,4.06635,2.61653
24.073,4.06621,2.61644
24.074,4.06608,2.61636
24.075,4.06595,2.61627
24.076,4.06582,2.61619
24.077,4.06568,2.6161
24.078,4.06555,2.61601
24.079,4.06542,2.61593
24.08,4.06529,2.61584
24.081,4.06515,2.61575
24.082,4.06502,2.61567
24.083,4.06489,2.61558
24.084,4.06476,2.6155
24.085,4.06462,2.61541
24.086,4.06449,2.61532
24.087,4.06436,2.61524
24.088,4.06423,2.61515
24.089,4.0641,2.61506
24.09,4.06396,2.61498
24.091,4.06383,2.61489
24.092,4.0637,2.61481
24.093,4.06357,2.61472
24.094,4.06343,2.61463
24.095,4.0633,2.61455
24.096,4.06317,2.61446
24.097,4.06304,2.61438
24.098,4.06291,2.61429
24.099,4.06277,2.6142
24.1,4.06264,2.61412
24.101,4.06251,2.61403
24.102,4.06238,2.61395
24.103,4.06225,2.61386
24.104,4.06211,2.61377
24.105,4.06198,2.61369
24.106,4.06185,2.6136
24.107,4.06172,2.61351
24.108,4.06159,2.61343
24.109,4.06145,2.61334
24.11,4.06132,2.61326
24.111,4.06119,2.61317
24.112,4.06106,2.61308
24.113,4.06093,2.613
24.114,4.06079,2.61291
24.115,4.06066,2.61283
24.116,4.06053,2.61274
24.117,4.0604,2.61265
24.118,4.06027,2.61257
24.119,4.06013,2.61248
24.12,4.06,2.6124
24.121,4.05987,2.61231
24.122,4.05974,2.61223
24.123,4.05961,2.61214
24.124,4.05947,2.61205
24.125,4.05934,2.61197
24.126,4.05921,2.61188
24.127,4.05908,2.6118
24.128,4.05895,2.61171
24.129,4.05882,2.61162
24.13,4.05868,2.61154
24.131,4.05855,2.61145
24.132,4.05842,2.61137
24.133,4.05829,2.61128
24.134,4.05816,2.61119
24.135,4.05802,2.61111
24.136,4.05789,2.61102
24.137,4.05776,2.61094
24.138,4.05763,2.61085
24.139,4.0575,2.61077
24.14,4.05737,2.61068
24.141,4.05723,2.61059
24.142,4.0571,2.61051
24.143,4.05697,2.61042
24.144,4.05684,2.61034
24.145,4.05671,2.61025
24.146,4.05658,2.61016
24.147,4.05644,2.61008
24.148,4.05631,2.60999
24.149,4.05618,2.60991
24.15,4.05605,2.60982
24.151,4.05592,2.60974
24.152,4.05579,2.60965
24.153,4.05565,2.60956
24.154,4.05552,2.60948
24.155,4.05539,2.60939
24.156,4.05526,2.60931
24.157,4.05513,2.60922
24.158,4.055,2.60914
24.159,4.05486,2.60905
24.16,4.05473,2.60896
24.161,4.0546,2.60888
24.162,4.05447,2.60879
24.163,4.05434,2.60871
24.164,4.05421,2.60862
24.165,4.05408,2.60854
24.166,4.05394,2.60845
24.167,4.05381,2.60836
24.168,4.05368,2.60828
24.169,4.05355,2.60819
24.17,4.05342,2.60811
24.171,4.05329,2.60802
24.172,4.05316,2.60794
24.173,4.05302,2.60785
24.174,4.05289,2.60776
24.175,4.05276,2.60768
24.176,4.05263,2.60759
